,KA,rob_gamma,cp
6,1.9306977288832496,0.2979448702547096,13.894954943731374
7,3.1622776601683795,0.29794487027172495,13.894954943731374
8,5.17947467923121,0.2979448702530558,13.894954943731374
9,8.483428982440717,0.29794487025509,13.894954943731374
10,13.894954943731374,0.29794487025265876,13.894954943731374
11,22.758459260747887,0.29794487025215255,13.894954943731374
12,37.27593720314938,0.2979448702174081,13.894954943731374
13,61.054022965853264,0.29794486601210685,13.894954943731374
14,100.0,0.29794436215353015,13.894954943731374
0,0.1,0.2979448702526058,22.758459260747887
1,0.16378937069540642,0.2979448702525015,22.758459260747887
2,0.2682695795279726,0.29794487025263044,22.758459260747887
3,0.43939705607607904,0.2979448702539641,22.758459260747887
4,0.7196856730011519,0.29794487023889993,22.758459260747887
5,1.1787686347935873,0.29794487025277205,22.758459260747887
6,1.9306977288832496,0.29794487025240285,22.758459260747887
7,3.1622776601683795,0.29794487025266,22.758459260747887
8,5.17947467923121,0.29794487025303884,22.758459260747887
9,8.483428982440717,0.2979448702529836,22.758459260747887
10,13.894954943731374,0.29794487025541844,22.758459260747887
11,22.758459260747887,0.29794487025266797,22.758459260747887
12,37.27593720314938,0.29794487025245253,22.758459260747887
13,61.054022965853264,0.2979448702172956,22.758459260747887
14,100.0,0.29794486601169773,22.758459260747887
0,0.1,0.29794487025281297,37.27593720314938
1,0.16378937069540642,0.29794487025278465,37.27593720314938
2,0.2682695795279726,0.29794487025278127,37.27593720314938
3,0.43939705607607904,0.2979448702589655,37.27593720314938
4,0.7196856730011519,0.2979448702497129,37.27593720314938
5,1.1787686347935873,0.29794487025530264,37.27593720314938
6,1.9306977288832496,0.2979448702525227,37.27593720314938
7,3.1622776601683795,0.29794486916256996,37.27593720314938
8,5.17947467923121,0.2979448702516082,37.27593720314938
9,8.483428982440717,0.29794486920028435,37.27593720314938
10,13.894954943731374,0.2979448702530823,37.27593720314938
11,22.758459260747887,0.2979448702569503,37.27593720314938
12,37.27593720314938,0.29794487025279354,37.27593720314938
13,61.054022965853264,0.29794487025351796,37.27593720314938
14,100.0,0.29794487022067057,37.27593720314938
0,0.1,0.2979448702527024,61.054022965853264
1,0.16378937069540642,0.2979448702526902,61.054022965853264
2,0.2682695795279726,0.2979448702527947,61.054022965853264
3,0.43939705607607904,0.29794487025280125,61.054022965853264
4,0.7196856730011519,0.297944870239478,61.054022965853264
5,1.1787686347935873,0.29794487007626674,61.054022965853264
6,1.9306977288832496,0.297944870263893,61.054022965853264
7,3.1622776601683795,0.2979448702555474,61.054022965853264
8,5.17947467923121,0.29794487025279526,61.054022965853264
9,8.483428982440717,0.2979448703032297,61.054022965853264
10,13.894954943731374,0.2979448702525214,61.054022965853264
11,22.758459260747887,0.29794487020896365,61.054022965853264
12,37.27593720314938,0.29794487025302363,61.054022965853264
13,61.054022965853264,0.2979448702518339,61.054022965853264
14,100.0,0.29794487025525385,61.054022965853264
0,0.1,0.297944870252781,100.0
1,0.16378937069540642,0.2979448702345063,100.0
2,0.2682695795279726,0.2979448702226183,100.0
3,0.43939705607607904,0.2979448702326486,100.0
4,0.7196856730011519,0.29794487025278116,100.0
5,1.1787686347935873,0.2979448702539236,100.0
6,1.9306977288832496,0.2979448706444411,100.0
7,3.1622776601683795,0.29794487025255545,100.0
8,5.17947467923121,0.297944870252689,100.0
9,8.483428982440717,0.29794487025279925,100.0
10,13.894954943731374,0.2979448702330038,100.0
11,22.758459260747887,0.2979448701996499,100.0
12,37.27593720314938,0.2979448702529128,100.0
13,61.054022965853264,0.2979448702549431,100.0
14,100.0,0.29794487025275945,100.0
