,kR,rob_gamma,aR
8,5.17947467923121,1.033935346887939,37.27593720314938
9,8.483428982440717,1.0094916361505462,37.27593720314938
10,13.894954943731374,1.0635311129236722,37.27593720314938
11,22.758459260747887,1.1368758947212971,37.27593720314938
12,37.27593720314938,1.2085016116309037,37.27593720314938
13,61.054022965853264,1.259301258448849,37.27593720314938
14,100.0,1.2863480086280015,37.27593720314938
0,0.1,1.070803802724699,61.054022965853264
1,0.16378937069540642,1.0897586032806563,61.054022965853264
2,0.2682695795279726,1.1001838150398222,61.054022965853264
3,0.43939705607607904,1.1032893462783526,61.054022965853264
4,0.7196856730011519,1.1013147121175888,61.054022965853264
5,1.1787686347935873,1.096223447274279,61.054022965853264
6,1.9306977288832496,1.0885906841890916,61.054022965853264
7,3.1622776601683795,1.0774363035420855,61.054022965853264
8,5.17947467923121,1.060398717398391,61.054022965853264
9,8.483428982440717,1.033935346890556,61.054022965853264
10,13.894954943731374,1.0094916380254688,61.054022965853264
11,22.758459260747887,1.0635311132751644,61.054022965853264
12,37.27593720314938,1.136875894741703,61.054022965853264
13,61.054022965853264,1.2085016111840292,61.054022965853264
14,100.0,1.2593012581948062,61.054022965853264
0,0.1,1.0490137972078102,100.0
1,0.16378937069540642,1.0708038027239406,100.0
2,0.2682695795279726,1.0897586032881252,100.0
3,0.43939705607607904,1.1001838150408474,100.0
4,0.7196856730011519,1.103289346253477,100.0
5,1.1787686347935873,1.1013147121171056,100.0
6,1.9306977288832496,1.0962234472731356,100.0
7,3.1622776601683795,1.0885906841890873,100.0
8,5.17947467923121,1.0774363035318038,100.0
9,8.483428982440717,1.0603987173982135,100.0
10,13.894954943731374,1.0339353468916714,100.0
11,22.758459260747887,1.009491636158046,100.0
12,37.27593720314938,1.0635311128860723,100.0
13,61.054022965853264,1.1368758947415518,100.0
14,100.0,1.2085016116323621,100.0
