,beta_l,rob_gamma,vmax
14,100.0,0.3958328307474847,0.2682695795279726
0,0.1,0.10032857885772146,0.43939705607607904
1,0.16378937069540642,0.1363312717274458,0.43939705607607904
2,0.2682695795279726,0.20092039473002504,0.43939705607607904
3,0.43939705607607904,0.26970181072627963,0.43939705607607904
4,0.7196856730011519,0.30807492733173614,0.43939705607607904
5,1.1787686347935873,0.32246234018483866,0.43939705607607904
6,1.9306977288832496,0.3270384162986735,0.43939705607607904
7,3.1622776601683795,0.3285231034343812,0.43939705607607904
8,5.17947467923121,0.32961606660869086,0.43939705607607904
9,8.483428982440717,0.33149947622354625,0.43939705607607904
10,13.894954943731374,0.3348022984836379,0.43939705607607904
11,22.758459260747887,0.3399690064866012,0.43939705607607904
12,37.27593720314938,0.3474217509262293,0.43939705607607904
13,61.054022965853264,0.35765344639370567,0.43939705607607904
14,100.0,0.3713052748522728,0.43939705607607904
0,0.1,0.011161783274648512,0.7196856730011519
1,0.16378937069540642,0.021444607541495145,0.7196856730011519
2,0.2682695795279726,0.061634033067737355,0.7196856730011519
3,0.43939705607607904,0.14853527020366167,0.7196856730011519
4,0.7196856730011519,0.2293167707224244,0.7196856730011519
5,1.1787686347935873,0.26895633455805196,0.7196856730011519
6,1.9306977288832496,0.2865849895610194,0.7196856730011519
7,3.1622776601683795,0.2958364246701625,0.7196856730011519
8,5.17947467923121,0.30208645816444296,0.7196856730011519
9,8.483428982440717,0.3075799319167374,0.7196856730011519
10,13.894954943731374,0.3134313282233043,0.7196856730011519
11,22.758459260747887,0.3203292759055608,0.7196856730011519
12,37.27593720314938,0.32881717099348173,0.7196856730011519
13,61.054022965853264,0.33943076467803157,0.7196856730011519
14,100.0,0.35278968644425546,0.7196856730011519
0,0.1,0.020739570861245116,1.1787686347935873
1,0.16378937069540642,0.018019943055458894,1.1787686347935873
2,0.2682695795279726,0.009928532771782558,1.1787686347935873
3,0.43939705607607904,0.04859415352301025,1.1787686347935873
4,0.7196856730011519,0.1504824271292433,1.1787686347935873
5,1.1787686347935873,0.22288024432596346,1.1787686347935873
6,1.9306977288832496,0.25573549722085004,1.1787686347935873
7,3.1622776601683795,0.27227188861402934,1.1787686347935873
8,5.17947467923121,0.2826291438295087,1.1787686347935873
9,8.483428982440717,0.29068127694725054,1.1787686347935873
10,13.894954943731374,0.29816708640349715,1.1787686347935873
11,22.758459260747887,0.3060442433199366,1.1787686347935873
12,37.27593720314938,0.31497366772864094,1.1787686347935873
13,61.054022965853264,0.3255272585957613,1.1787686347935873
14,100.0,0.33830271054721667,1.1787686347935873
0,0.1,0.024625596944241886,1.9306977288832496
1,0.16378937069540642,0.02402231695026202,1.9306977288832496
2,0.2682695795279726,0.021584324148924337,1.9306977288832496
3,0.43939705607607904,0.010842951857477271,1.9306977288832496
4,0.7196856730011519,0.06639330194877917,1.9306977288832496
5,1.1787686347935873,0.17066156670669677,1.9306977288832496
6,1.9306977288832496,0.226558989362121,1.9306977288832496
7,3.1622776601683795,0.2525227089026383,1.9306977288832496
8,5.17947467923121,0.26728607663605586,1.9306977288832496
9,8.483428982440717,0.2776971616546764,1.9306977288832496
10,13.894954943731374,0.28650447441528953,1.9306977288832496
11,22.758459260747887,0.29505651002341626,1.9306977288832496
12,37.27593720314938,0.30417527441036646,1.9306977288832496
13,61.054022965853264,0.31448856027529454,1.9306977288832496
14,100.0,0.32658703764590263,1.9306977288832496
0,0.1,0.025424719010209516,3.1622776601683795
1,0.16378937069540642,0.02530149893362992,3.1622776601683795
2,0.2682695795279726,0.02480380939707916,3.1622776601683795
3,0.43939705607607904,0.021870058128455997,3.1622776601683795
4,0.7196856730011519,0.0112527704560683,3.1622776601683795
5,1.1787686347935873,0.1030155603264468,3.1622776601683795
6,1.9306977288832496,0.19190330126624075,3.1622776601683795
7,3.1622776601683795,0.23279132792879637,3.1622776601683795
8,5.17947467923121,0.25353912213371144,3.1622776601683795
9,8.483428982440717,0.26672735102657263,3.1622776601683795
10,13.894954943731374,0.27691903941348106,3.1622776601683795
11,22.758459260747887,0.2861022670811211,3.1622776601683795
12,37.27593720314938,0.29535038529680196,3.1622776601683795
13,61.054022965853264,0.3053871328728335,3.1622776601683795
14,100.0,0.31682044066201576,3.1622776601683795
0,0.1,0.025581511888094946,5.17947467923121
1,0.16378937069540642,0.02555826258311827,5.17947467923121
2,0.2682695795279726,0.025461320474768727,5.17947467923121
3,0.43939705607607904,0.024856633909535946,5.17947467923121
4,0.7196856730011519,0.019655127579456935,5.17947467923121
5,1.1787686347935873,0.03256303671031827,5.17947467923121
6,1.9306977288832496,0.14326580824678833,5.17947467923121
7,3.1622776601683795,0.20912421396178202,5.17947467923121
8,5.17947467923121,0.23934490677956838,5.17947467923121
9,8.483428982440717,0.2564224289073291,5.17947467923121
10,13.894954943731374,0.26838817317557045,5.17947467923121
11,22.758459260747887,0.27835008600613886,5.17947467923121
12,37.27593720314938,0.28779464586980774,5.17947467923121
13,61.054022965853264,0.2976073976529066,5.17947467923121
14,100.0,0.30844783102731677,5.17947467923121
0,0.1,0.025610971718400644,8.483428982440717
1,0.16378937069540642,0.025606613318902682,8.483428982440717
2,0.2682695795279726,0.02558838984667867,8.483428982440717
3,0.43939705607607904,0.025472275626954474,8.483428982440717
4,0.7196856730011519,0.024361218331389885,8.483428982440717
5,1.1787686347935873,0.013039925654220946,8.483428982440717
6,1.9306977288832496,0.07704262018199097,8.483428982440717
7,3.1622776601683795,0.17588313121807927,8.483428982440717
8,5.17947467923121,0.22242183677041583,8.483428982440717
9,8.483428982440717,0.2455918404485223,8.483428982440717
10,13.894954943731374,0.26012456933876416,8.483428982440717
11,22.758459260747887,0.27120131943161485,8.483428982440717
12,37.27593720314938,0.28101509393117013,8.483428982440717
13,61.054022965853264,0.2907214219964097,8.483428982440717
14,100.0,0.30108072733923485,8.483428982440717
0,0.1,0.02561648318114103,13.894954943731374
1,0.16378937069540642,0.0256156689351923,13.894954943731374
2,0.2682695795279726,0.025612259377302625,13.894954943731374
3,0.43939705607607904,0.02559044576524789,13.894954943731374
4,0.7196856730011519,0.025371303292178536,13.894954943731374
5,1.1787686347935873,0.02254681905913524,13.894954943731374
6,1.9306977288832496,0.018106347551233838,13.894954943731374
7,3.1622776601683795,0.12549804145520754,13.894954943731374
8,5.17947467923121,0.1993741427106384,13.894954943731374
9,8.483428982440717,0.23285882471182257,13.894954943731374
10,13.894954943731374,0.25139141292056477,13.894954943731374
11,22.758459260747887,0.2641648586443322,13.894954943731374
12,37.27593720314938,0.2746350892911306,13.894954943731374
13,61.054022965853264,0.28441287727144754,13.894954943731374
14,100.0,0.2944346852430821,13.894954943731374
0,0.1,0.025617511732420606,22.758459260747887
1,0.16378937069540642,0.0256173598822866,22.758459260747887
2,0.2682695795279726,0.025616723606700618,22.758459260747887
3,0.43939705607607904,0.025612644081141934,22.758459260747887
4,0.7196856730011519,0.02557138636504688,22.758459260747887
5,1.1787686347935873,0.024991362709848967,22.758459260747887
6,1.9306977288832496,0.017072585105008378,22.758459260747887
7,3.1622776601683795,0.059040185304782826,22.758459260747887
8,5.17947467923121,0.16450261202991007,22.758459260747887
9,8.483428982440717,0.2161843200264867,22.758459260747887
10,13.894954943731374,0.24132057717744423,22.758459260747887
11,22.758459260747887,0.25676032114825337,22.758459260747887
12,37.27593720314938,0.26832894340063373,22.758459260747887
13,61.054022965853264,0.2784270231510687,22.758459260747887
14,100.0,0.2882885018062283,22.758459260747887
0,0.1,0.02561770322595858,37.27593720314938
1,0.16378937069540642,0.025617674957612267,37.27593720314938
2,0.2682695795279726,0.0256175565301401,37.27593720314938
3,0.43939705607607904,0.02561679541752289,37.27593720314938
4,0.7196856730011519,0.025609072580402195,37.27593720314938
5,1.1787686347935873,0.025499158660872327,37.27593720314938
6,1.9306977288832496,0.023732610672428833,37.27593720314938
7,3.1622776601683795,0.010689186951643826,37.27593720314938
8,5.17947467923121,0.11080308659589642,37.27593720314938
9,8.483428982440717,0.19203693020557058,37.27593720314938
10,13.894954943731374,0.2286513635705694,37.27593720314938
11,22.758459260747887,0.2484161271462885,37.27593720314938
12,37.27593720314938,0.2617672844240702,37.27593720314938
13,61.054022965853264,0.2725338419626001,37.27593720314938
14,100.0,0.28245576702861663,37.27593720314938
0,0.1,0.02561773904854954,61.054022965853264
1,0.16378937069540642,0.02561773378584965,61.054022965853264
2,0.2682695795279726,0.025617711714551773,61.054022965853264
3,0.43939705607607904,0.02561756955104005,61.054022965853264
4,0.7196856730011519,0.025616128339833198,61.054022965853264
5,1.1787686347935873,0.02559550048528484,61.054022965853264
6,1.9306977288832496,0.025241309981605616,61.054022965853264
7,3.1622776601683795,0.019604815622131785,61.054022965853264
8,5.17947467923121,0.04450910829546015,61.054022965853264
9,8.483428982440717,0.1543116165784389,61.054022965853264
10,13.894954943731374,0.21125370915045497,61.054022965853264
11,22.758459260747887,0.23832182296683824,61.054022965853264
12,37.27593720314938,0.25455708148537326,61.054022965853264
13,61.054022965853264,0.26649541701609325,61.054022965853264
14,100.0,0.276762718279956,61.054022965853264
0,0.1,0.02561774537726599,100.0
1,0.16378937069540642,0.025617744929503968,100.0
2,0.2682695795279726,0.025617740606731127,100.0
3,0.43939705607607904,0.02561771421180829,100.0
4,0.7196856730011519,0.025617445555307726,100.0
5,1.1787686347935873,0.025613590140031055,100.0
6,1.9306977288832496,0.025546742316672165,100.0
7,3.1622776601683795,0.02434270402952007,100.0
8,5.17947467923121,0.009609649765386093,100.0
9,8.483428982440717,0.09694739211549248,100.0
10,13.894954943731374,0.18523454188636151,100.0
11,22.758459260747887,0.22516180394501512,100.0
12,37.27593720314938,0.24615522043703472,100.0
13,61.054022965853264,0.26002915921424574,100.0
14,100.0,0.2710277824434635,100.0
